,Token,Label
80095,ቀላል,I-PRODUCT
80096,ጋሪ,O
80097,ተጣጥፎ,O
80098,መኪና,O
80099,ውስጥ,O
80100,መግባት,O
80101,የሚችል,O
80102,እንደ,O
80103,አልጋ,O
80104,መተኛት,O
80105,ቀና,O
80106,ማለት,O
80107,የሚችል,O
80108,መመገቢያ,O
80109,ቴብል,O
80110,ያለው,O
80111,ከስር,O
80112,እቃ,O
80113,ማስቀመጫ,O
80114,ዘንቢል,O
80115,ያለው,O
80116,ዋጋ,I-PRICE
80117,6900ብር,I-PRICE
80118,ከስር,O
80119,ያለውን,O
80120,ቪዲዮ,O
80121,ይመልከቱ,O
80122,Free,O
80123,delivery,O
80124,0905707448,I-PHONE
80125,0945097042,I-PHONE
80126,ረዘም,B-PRODUCT
80127,ያለ,I-PRODUCT
80128,ምቹ,I-PRODUCT
80129,የልጆች,I-PRODUCT
80130,ትራስ,I-PRODUCT
80131,800ብር,I-PRICE
80132,0905707448,I-PHONE
80133,0945097042,I-PHONE
80134,ከፍ,B-PRODUCT
80135,ላሉ,I-PRODUCT
80136,ልጆች,I-PRODUCT
80137,የሚሆን,I-PRODUCT
80138,ለሶፋ,O
80139,መሆን,O
80140,የሚችል,O
80141,ምቹ,O
80142,ትራስ,O
80143,800ብር,I-PRICE
80144,0905707448,I-PHONE
80145,0945097042,I-PHONE
80146,SHENMA,B-PRODUCT
80147,baby,I-PRODUCT
80148,high,I-PRODUCT
80149,chai,I-PRODUCT
80150,እንደአልጋ,O
80151,መተኛት,O
80152,ቀና,O
80153,ማለት,O
80154,የሚችል,O
80155,ከፍ,O
80156,እና,O
80157,ዝቅ,O
80158,ማለት,O
80159,የሚችል,O
80160,ቦታ,O
80161,እንዳይዝ,O
80162,ተሰብስቦ,O
80163,መቀመጥ,O
80164,ይችላል,O
80165,Colour,O
80166,Peach,O
80167,and,O
80168,gray,O
80169,Free,O
80170,delivery,O
80171,0905707448,I-PHONE
80172,0945097042,I-PHONE
80173,ለአዋቂም,B-PRODUCT
80174,ለልጅም,I-PRODUCT
80175,የሚሆን,I-PRODUCT
80176,አዲስ,I-PRODUCT
80177,ሞዴል,I-PRODUCT
80178,ስታይሊሽ,I-PRODUCT
80179,የሆነ,I-PRODUCT
80180,መዘነጫ,I-PRODUCT
80181,ቦርሳ,I-PRODUCT
80182,በጀርባ,O
80183,በጎን,O
80184,በፊት,O
80185,በፈለግነው,O
80186,ሳይድ,O
80187,መያዝ,O
80188,የሚቻል,O
80189,በተለያየ,O
80190,ዲዛይን,O
80191,የተዘጋጀ,O
80192,ዋጋ,I-PRICE
80193,750ብር,I-PRICE
80194,0905707448,I-PHONE
80195,0945097042,I-PHONE
80196,Child,B-PRODUCT
80197,play,I-PRODUCT
80198,fence,I-PRODUCT
80199,ዋጋ,I-PRICE
80200,2800ብር,I-PRICE
80201,Free,O
80202,delivery,O
80203,ዋጋው,I-PRICE
80204,ኳሶቹን,O
80205,አያካትትም,O
80206,0905707448,I-PHONE
80207,0945097042,I-PHONE
80208,Projector,B-PRODUCT
80209,painting,I-PRODUCT
80210,play,I-PRODUCT
80211,በባትሪ,O
80212,የሚሰራ,O
80213,የተለያዩ,O
80214,16,I-PRICE
80215,አይነት,O
80216,ስህሎችን,O
80217,ዲስፕሌይ,O
80218,እያረገ,O
80219,ልጆች,O
80220,ስህል,O
80221,እየተለማመዱ,O
80222,እንዲዝናኑ,O
80223,የሚረዳ,O
80224,1⃣የራሱ,O
80225,መሳያ,O
80226,ቦርድ,O
80227,ያለው,O
80228,ቦርዱ,O
80229,ላይ,O
80230,እየሳሉ,O
80231,ማጥፍት,O
80232,ይቻላል,O
80233,2⃣,O
80234,16,I-PRICE
80235,ስህሎችን,O
80236,የያዙ,O
80237,4,I-PRICE
80238,ሌንሶች,O
80239,ያካተተ,O
80240,3⃣,O
80241,12,I-PRICE
80242,የተለያየ,O
80243,ቀለም,O
80244,ያላቸው,O
80245,ማርከሮችን,O
80246,ያካተተ,O
80247,4⃣,O
80248,ከA-Z,O
80249,እንዲሁም,O
80250,ከ0-9,O
80251,የያዘ,O
80252,ቆንጆ,O
80253,የእጅ,O
80254,ፅሁፍ,O
80255,እንዲኖራቸው,O
80256,የሚረዱ,O
80257,የፕላስቲክ,O
80258,ቅርፆች,O
80259,አካቷል,O
80260,5⃣,O
80261,ስህል,O
80262,ለመለማመድ,O
80263,የሚሆን,O
80264,ኖተም,O
80265,አካቷል,O
80266,ከለር,O
80267,ብሉ,O
80268,እና,O
80269,ፒንክ,O
80270,ዋጋ,I-PRICE
80271,1600ብር,I-PRICE
80272,Free,O
80273,delivery,O
80274,0905707448,I-PHONE
80275,0945097042,I-PHONE
80276,በባትሪ,B-PRODUCT
80277,የሚሰራ,I-PRODUCT
80278,እየተሽከረከረ,I-PRODUCT
80279,ልጆችን,I-PRODUCT
80280,የሚያጫውት,I-PRODUCT
80281,ሙዚቃ,I-PRODUCT
80282,ያለው,I-PRODUCT
80283,የአልጋ,O
80284,ማጫዎቻ,O
80285,1500ብር,I-PRICE
80286,Free,O
80287,delivery,O
80288,በውስጥ,O
80289,መስመር,O
80290,ለማናገር,O
80291,@sinasinaye,O
80292,ላይ,O
80293,ይፃፉልን,O
80294,ከስር,O
80295,ያለውን,O
80296,ቪዲዮ,O
80297,ይመልከቱ,O
80298,0905707448,I-PHONE
80299,0945097042,I-PHONE
80300,Baby,B-PRODUCT
80301,travle,I-PRODUCT
80302,bed,I-PRODUCT
80303,ምቹ,O
80304,ለስላሳ,O
80305,ጥራቱን,O
80306,የጠበቀ,O
80307,ከቦታ,O
80308,ወደቦታ,O
80309,ለማንቀሳቀስ,O
80310,ምቹ,O
80311,የራሱ,O
80312,መያዣ,O
80313,ያለው,O
80314,አልጋ,O
80315,ዛንዚራ,O
80316,ያለው,O
80317,በመሆኑ,O
80318,ዝምብ,O
80319,ቢንቢ,O
80320,የመሳሰሉት,O
80321,ነብሳት,O
80322,ልጆችን,O
80323,አያስቸግሩም,O
80324,ፒንክ,O
80325,ክሬም,O
80326,ብሉ,O
80327,እና,O
80328,ላይት,O
80329,የሎ,O
80330,ከለር,O
80331,አለው,O
80332,2400ብር,I-PRICE
80333,Free,O
80334,delivery,O
80335,0905707448,I-PHONE
80336,0945097042,I-PHONE
80337,0-6m,B-PRODUCT
80338,pacifier,I-PRODUCT
80339,2pcs,I-PRODUCT
80340,300birr,I-PRICE
80341,0905707448,I-PHONE
80342,0945097042,I-PHONE
80343,አልቋል,B-PRODUCT
80344,ላልናቹ,I-PRODUCT
80345,በድጋሚ,I-PRODUCT
80346,ገብቷል,I-PRODUCT
80347,Dr,O
80348,Gym,O
80349,baby,O
80350,bottle,O
80351,steam,O
80352,sterillizer,O
80353,ለልጆ,O
80354,ጤንነት,O
80355,ወሳኝ,O
80356,የጡጦ,O
80357,መቀቀያ,O
80358,Free,O
80359,delivery,O
80360,0905707448,I-PHONE
80361,0945097042,I-PHONE
80362,አልቋል,B-PRODUCT
80363,ላልናቹ,I-PRODUCT
80364,ደምበኞቻችን,I-PRODUCT
80365,A,O
80366,beautiful,O
80367,cubby,O
80368,house,O
80369,size,O
80370,105cm,O
80371,በ,O
80372,135cm,O
80373,2200ብር,I-PRICE
80374,Free,O
80375,delivery,O
80376,0905707448,I-PHONE
80377,0945097042,I-PHONE
80378,አልቋል,B-PRODUCT
80379,ላልናቹ,I-PRODUCT
80380,ደምበኞቻችን,I-PRODUCT
80381,በድጋሚ,I-PRODUCT
80382,ገብቷል,I-PRODUCT
80383,Pop,O
80384,up,O
80385,house,O
80386,size,O
80387,176×89×92cm,O
80388,2600ብር,I-PRICE
80389,Free,O
80390,delivery,O
80391,0905707448,I-PHONE
80392,0945097042,I-PHONE
80393,አልቋል,B-PRODUCT
80394,ላልናቹ,I-PRODUCT
80395,ደምበኞቻችን,I-PRODUCT
80396,በድጋሚ,I-PRODUCT
80397,ገብቷል,I-PRODUCT
80398,Only,O
80399,baby,O
80400,natural,O
80401,baby,O
80402,feeder,O
80403,ጫፉ,O
80404,የእናት,O
80405,ጡት,O
80406,አይነት,O
80407,በመሆኑ,O
80408,ጡጦ,O
80409,አልቀበል,O
80410,ያሉ,O
80411,ህፃናት,O
80412,በቀላሉ,O
80413,የሚቀበሉት,O
80414,ባለ,O
80415,እጀታ,O
80416,ልዩ,O
80417,ጡጦ,O
80418,በ,O
80419,150,I-PRICE
80420,ሚሊ400ብር,I-PRICE
80421,በማይታ,O
80422,ዋጋ,I-PRICE
80423,የቀረበ,O
80424,0905707448,I-PHONE
80425,0945097042,I-PHONE
80426,ይደውሉ,O
80427,አልቋል,B-PRODUCT
80428,ላልናቹ,I-PRODUCT
80429,ደምበኞቻችን,I-PRODUCT
80430,በድጋሚ,I-PRODUCT
80431,ገብቷል,I-PRODUCT
80432,መመገቢያ,O
80433,ሰሀን,O
80434,ከአንድ,O
80435,ማንኪያ,O
80436,ጋር,O
80437,ሰሀኑን,O
80438,ተመራጭ,O
80439,የሚያደርገው,O
80440,ልጆች,O
80441,ሲመገቡ,O
80442,እንዳይለቅ,O
80443,ጠረጴዛውን,O
80444,አጣብቆ,O
80445,መያዝ,O
80446,ስለሚችል,O
80447,በሚመገቡ,O
80448,ሰሀት,O
80449,እየተደፋ,O
80450,አይቸገሩም,O
80451,ማንኪያውም,O
80452,ለስላሳ,O
80453,ሲልከን,O
80454,በመሆኑም,O
80455,ምቹ,O
80456,ነው,O
80457,ቀይ,O
80458,እና,O
80459,ሰማያዊ,O
80460,ከለር,O
80461,አለው,O
80462,ዋጋ,I-PRICE
80463,400,I-PRICE
80464,ብር,I-PRICE
80465,0905707448,I-PHONE
80466,0945097042,I-PHONE
80467,አልቋል,B-PRODUCT
80468,ላልናቹ,I-PRODUCT
80469,ደምበኞቻችን,I-PRODUCT
80470,በድጋሚ,I-PRODUCT
80471,ገብቷል,I-PRODUCT
80472,Only,O
80473,baby,O
80474,comfort,O
80475,brand,O
80476,breas,O
80477,pad,O
80478,የጡት,O
80479,ወተት,O
80480,እየፈሰሰ,O
80481,ካስቸገሮ,O
80482,አሪፍ,O
80483,መላ,O
80484,48ፍሬ,O
80485,የሚይዘውን,O
80486,800ብር,I-PRICE
80487,አልቋል,B-PRODUCT
80488,ላልናቹ,I-PRODUCT
80489,ደምበኞቻችን,I-PRODUCT
80490,በድጋሚ,I-PRODUCT
80491,ገብቷል,I-PRODUCT
80492,ልጆቼ,O
80493,በምን,O
80494,ይዝናኑ,O
80495,ብሎ,O
80496,መጨነቅ,O
80497,ቀረ,O
80498,የሕጻናት,O
80499,አጫዋች,O
80500,በቻርጅ,O
80501,የሚሰራ,O
80502,ድምጽ,O
80503,/,O
80504,ሙዚቃ,O
80505,ሲከፈት,O
80506,የሚደንስ,O
80507,የልጆችን,O
80508,ትኩረት,O
80509,የሚስብ,O
80510,ልጆች,O
80511,የሚናገሩትን,O
80512,ደግሞ,O
80513,እያወራ,O
80514,የሚያዝናናቸው,O
80515,ተክል,O
80516,የሚመስል,O
80517,ጌጥ,O
80518,"1,400",O
80519,birr,I-PRICE
80520,Free,O
80521,delivery,O
80522,0905707448,I-PHONE
80523,0945097042,I-PHONE
80524,baby,B-PRODUCT
80525,music,I-PRODUCT
80526,walker,I-PRODUCT
80527,2600birr,I-PRICE
80528,free,O
80529,delivery,O
80530,0905707448,I-PHONE
80531,0945097042,I-PHONE
80532,Adjustable,B-PRODUCT
80533,nursing,I-PRODUCT
80534,pillow,I-PRODUCT
80535,Blue,O
80536,pink,O
80537,purpl,O
80538,colour,O
80539,available,O
80540,1600birr,I-PRICE
80541,free,O
80542,delivery,O
80543,0905707448,I-PHONE
80544,0945097042,I-PHONE
80545,Round,B-PRODUCT
80546,comfy,I-PRODUCT
80547,gym,I-PRODUCT
80548,ምቹ,O
80549,የልጆች,O
80550,play,O
80551,gym,O
80552,2900ብር,I-PRICE
80553,Free,O
80554,delivery,O
80555,0905707448,I-PHONE
80556,0945097042,I-PHONE
80557,የልጆች,B-PRODUCT
80558,መዘነጫ,I-PRODUCT
80559,ባግ,I-PRODUCT
80560,600ብር,I-PRICE
80561,0905707448,I-PHONE
80562,0945097042,I-PHONE
80563,የልጆች,B-PRODUCT
80564,መመገቢያ,I-PRODUCT
80565,ማንኪያ,I-PRODUCT
80566,ጫፉ,O
80567,በጣም,O
80568,ለስላሳ,O
80569,እና,O
80570,ምቹ,O
80571,ሲሊከን,O
80572,የሆነ,O
80573,250ብር,I-PRICE
80574,0905707448,I-PHONE
80575,0945097042,I-PHONE
80576,robot,B-PRODUCT
80577,car,I-PRODUCT
80578,ቪዲዮውን,O
80579,ይመልከቱ,O
80580,700ብር,I-PRICE
80581,0905707448,I-PHONE
80582,0945097042,I-PHONE
80583,የልጆች,B-PRODUCT
80584,ፀጉር,I-PRODUCT
80585,ማሷቢያ,I-PRODUCT
80586,100ፍሬ,I-PRODUCT
80587,60ብር,I-PRODUCT
80588,50ፍሬ,O
80589,40ብር,I-PRICE
80590,0905707448,I-PHONE
80591,0945097042,I-PHONE
80592,1350ብር,B-PRODUCT
80593,Free,O
80594,delivery,O
80595,0905707448,I-PHONE
80596,0945097042,I-PHONE
80597,Funny,B-PRODUCT
80598,sand,I-PRODUCT
80599,magic,I-PRODUCT
80600,sand,I-PRODUCT
80601,የልጆችን,O
80602,አእምሮ,O
80603,በማበልፀግ,O
80604,ክህሎታቸውን,O
80605,የሚያዳብር,I-PRICE
80606,የተለያዩ,O
80607,ነገሮች,O
80608,የሚሰሩበት,O
80609,ቅርፅ,O
80610,ማውጫዎችን,O
80611,ያካተተ,O
80612,እንዲሁም,O
80613,የልጆችን,O
80614,አእምሮ,O
80615,ስለሚቆጣጠር,O
80616,ልጆች,O
80617,እንዳያስቸግሩ,O
80618,ያደርጋል,O
80619,ልጆ,O
80620,እየተዝናና,O
80621,ብሩህ,O
80622,አእምሮ,O
80623,እንዲኖረው,O
80624,የሚያደርግ,O
80625,ትልቁ,O
80626,ሳይዝ,O
80627,1800ብር,I-PRICE
80628,መካከለኛ,O
80629,ሳይዝ,O
80630,1500ብር,I-PRICE
80631,Free,O
80632,delivery,O
80633,0905707448,I-PHONE
80634,0945097042,I-PHONE
80635,ቪዲዮውን,O
80636,ይመልከቱ,O
80637,Sold,B-PRODUCT
80638,out,I-PRODUCT
80639,ዎኪንግ,B-PRODUCT
80640,ሹዝ,I-PRODUCT
80641,እና,I-PRODUCT
80642,ካልሲ,I-PRODUCT
80643,አንድ,I-PRODUCT
80644,ላይ,I-PRODUCT
80645,300ብር,I-PRICE
80646,0905707448,I-PHONE
80647,0945097042,I-PHONE
80648,Nova,B-PRODUCT
80649,Foldable,I-PRODUCT
80650,Air,I-PRODUCT
80651,Dryer,I-PRODUCT
80652,የትም,O
80653,ቦታ,O
80654,ይዘው,O
80655,መንቀሳቀስ,O
80656,የሚችሉት,O
80657,ለአያያዝ,O
80658,ምቹ,O
80659,የሆነ,O
80660,የፀጉር,O
80661,ማድረቂያ,O
80662,ለህፃናት,O
80663,ተመራጭ,O
80664,ታጥበው,O
80665,ቶሎ,O
80666,ፀጉራቸውን,O
80667,ለማድረቅ,O
80668,ተመራጭ,O
80669,ምርት,O
80670,ሁለት,O
80671,የፍጥነት,O
80672,መቆጣጣሪያ,O
80673,ያለው,O
80674,በመሆኑ,O
80675,ሀይሉን,O
80676,መጨመር,O
80677,መቀነስ,O
80678,ይችላሉ,O
80679,ተጣጣፊና,O
80680,ተንጠልጣይ,O
80681,የሆነ,O
80682,1000W,O
80683,የሀይል,O
80684,መጠን,O
80685,ያለው,O
80686,850,I-PRICE
80687,ብር,I-PRICE
80688,ብቻ,O
80689,Free,O
80690,delivery,O
80691,0905707448,I-PHONE
80692,0945097042,I-PHONE
80693,የአቨንት,B-PRODUCT
80694,ጫፍ,I-PRODUCT
80695,እኛ,I-PRODUCT
80696,ጋር,I-PRODUCT
80697,ያገኛሉ,I-PRODUCT
80698,ሁለቱን,O
80699,ፍሬ,O
80700,600ብር,I-PRICE
80701,0905707448,I-PHONE
80702,0945097042,I-PHONE
80703,Sold,B-PRODUCT
80704,out,I-PRODUCT
80705,Sold,B-PRODUCT
80706,out,I-PRODUCT
80707,Japanese,B-PRODUCT
80708,Retractable,I-PRODUCT
80709,Clothline,I-PRODUCT
80710,የልብስ,O
80711,ማስጪያ,O
80712,እስከ,O
80713,20,I-PRICE
80714,ኪግ,O
80715,ድረስ,O
80716,በላውንደሪ,O
80717,ማሽን,O
80718,የታጠበ,O
80719,የተጨመቀ,O
80720,ልብስ,O
80721,የሚሸከም,O
80722,ጠንካራ,O
80723,የብረት,O
80724,ገመድ,O
80725,4.2,I-PRICE
80726,ሜትር,O
80727,የሚረዝም,O
80728,ገመድ,O
80729,በራሱ,O
80730,ይተረተራል,O
80731,ከተጠቀሙ,O
80732,በኋላ,O
80733,ደሞ,O
80734,በራሱ,O
80735,ይጠቀለላል,O
80736,ለኮኖዶሚኒየም,O
80737,ቤቶች,O
80738,ተመራጭ,O
80739,1500,I-PRICE
80740,ብር,I-PRICE
80741,ብቻ,O
80742,free,O
80743,delivery,O
80744,0905707448,I-PHONE
80745,0945097042,I-PHONE
80746,ተወዳጅ,B-PRODUCT
80747,የአቬንት,I-PRODUCT
80748,ጡጦ,I-PRODUCT
80749,በድጋሚ,I-PRODUCT
80750,ገብቷል,I-PRODUCT
80751,ጥቂት,I-PRODUCT
80752,ፋሬ,I-PRODUCT
80753,ስለገባ,I-PRODUCT
80754,አሁኑኑ,I-PRODUCT
80755,ይውሰዱ,I-PRODUCT
80756,330ሚሊ,O
80757,price,O
80758,1000,I-PRICE
80759,birr,I-PRICE
80760,0905707448,I-PHONE
80761,0945097042,I-PHONE
80762,ይደዉሉልን,O
80763,Sold,B-PRODUCT
80764,out,I-PRODUCT
80765,ውበት,B-PRODUCT
80766,ጥራታቸውን,I-PRODUCT
80767,የጠበቁ,I-PRODUCT
80768,የቱርክ,O
80769,ምርት,O
80770,የሆኑ,O
80771,ኳሊቲ,O
80772,ሹራብ,O
80773,ካልሲዎች,O
80774,300ብር,I-PRICE
80775,0905707448,I-PHONE
80776,0945097042,I-PHONE
80777,Baby,B-PRODUCT
80778,Mug,I-PRODUCT
80779,with,I-PRODUCT
80780,strow,I-PRODUCT
80781,200birr,I-PRICE
80782,0905707448,I-PHONE
80783,0945097042,I-PHONE
80784,Baby,B-PRODUCT
80785,Turban,I-PRODUCT
80786,with,I-PRODUCT
80787,socks,I-PRODUCT
80788,New,O
80789,year,O
80790,gift,O
80791,for,O
80792,your,O
80793,little,O
80794,one,O
80795,Made,O
80796,in,O
80797,turkey,O
80798,600birr,I-PRICE
80799,0905707448,I-PHONE
80800,0945097042,I-PHONE
80801,R-doctor,B-PRODUCT
80802,multifunction,I-PRODUCT
80803,Stainless,O
80804,steel,O
80805,cups,O
80806,200ml,O
80807,ባለ5,O
80808,ቀዳዳ,O
80809,የሆነ,O
80810,መጠጫ,O
80811,ጫፉ,O
80812,ከለስላሳ,O
80813,ሲሊከን,O
80814,የተሰራ,O
80815,ውስጡ,O
80816,ፌርሙዝ,O
80817,የሆነ,O
80818,የማያቀዘቅዝ,O
80819,ከሁለት,O
80820,ማንኪያዎች,O
80821,ጋር,O
80822,500ብር,I-PRICE
80823,0905707448,I-PHONE
80824,0945097042,I-PHONE
80825,baby,B-PRODUCT
80826,walker,I-PRODUCT
80827,toddler,I-PRODUCT
80828,harness,I-PRODUCT
80829,assistant,I-PRODUCT
80830,ቪዲዮውን,O
80831,ይመልከቱ,O
80832,900ብር,I-PRICE
80833,0905707448,I-PHONE
80834,0945097042,I-PHONE
80835,Sold,B-PRODUCT
80836,out,I-PRODUCT
80837,Sold,B-PRODUCT
80838,out,I-PRODUCT
80839,ልጆች,B-PRODUCT
80840,የአካል,I-PRODUCT
80841,ብቃት,I-PRODUCT
80842,እንቅስቃሴ,I-PRODUCT
80843,እየሰሩ,I-PRODUCT
80844,በተጨማሪም,I-PRODUCT
80845,ዘና,I-PRODUCT
80846,የሚሉበት,I-PRODUCT
80847,የቦክስ,O
80848,ትሬኒንግ,O
80849,መስሪያ,O
80850,አንድ,O
80851,ተንጠልጠይ,O
80852,ሻንጣ,O
80853,ሁለት,O
80854,የቦክስ,O
80855,ጓንት,O
80856,ያካተተ,O
80857,850ብር,I-PRICE
80858,0905707448,I-PHONE
80859,0945097042,I-PHONE
80860,Woodn,B-PRODUCT
80861,skate,I-PRODUCT
80862,board,I-PRODUCT
80863,2000birr,I-PRODUCT
80864,0905707448,I-PHONE
80865,0945097042,I-PHONE
80866,300ብር,B-PRODUCT
80867,0905707448,I-PHONE
80868,0945097042,I-PHONE
80869,ለውድ,B-PRODUCT
80870,የሲና,I-PRODUCT
80871,ኪድስ,I-PRODUCT
80872,ደምበኞች,I-PRODUCT
80873,የዛሬ,I-PRODUCT
80874,ቲፓችን,I-PRODUCT
80875,ለውድ,I-PRODUCT
80876,እናቶች,I-PRODUCT
80877,Tips,O
80878,to,O
80879,mom's,O
80880,10,I-PRICE
80881,best,O
80882,food,O
80883,to,O
80884,increase,O
80885,breast,O
80886,milk,O
80887,BLB,B-PRODUCT
80888,3,I-PRODUCT
80889,in,I-PRODUCT
80890,1,I-PRODUCT
80891,baby,I-PRODUCT
80892,walker,I-PRODUCT
80893,በአይነቱ,O
80894,በጥንካሬው,O
80895,ለየት,O
80896,ያለ,O
80897,ውብ,O
80898,የልጆች,O
80899,ዎከር,O
80900,ስድስት,O
80901,ወር,O
80902,ሲሆናቸው,O
80903,ውስጡ,O
80904,ገብተው,O
80905,እየተጫወቱ,O
80906,መራመድ,O
80907,እንዲለማመዱ,O
80908,ጄሪሎ,O
80909,ሆኖ,O
80910,ያግዛቸዋል,O
80911,ትንሽ,O
80912,ጠንከር,O
80913,ሲሉ,O
80914,እንደ,O
80915,ዎከር,O
80916,ይዘውት,O
80917,ለመራመድ,O
80918,የሚያገለግላቸው,O
80919,ከስር,O
80920,እንደ,O
80921,ሮከር,O
80922,እንዲሆን,O
80923,የሚገጠም,O
80924,ስላለው,O
80925,ወደዃላ,O
80926,ወደፊት,O
80927,እያለ,O
80928,ህፃናትን,O
80929,ያጫውታል,O
80930,ያስፈነድቃል,O
80931,5500ብር,I-PRICE
80932,Free,O
80933,delivery,O
80934,0905707448,I-PHONE
80935,0945097042,I-PHONE
80936,Baby,B-PRODUCT
80937,Turban,I-PRODUCT
80938,Made,O
80939,in,O
80940,turkey,O
80941,150birr,I-PRICE
80942,0905707448,I-PHONE
80943,0945097042,I-PHONE
80944,Standing,B-PRODUCT
80945,bath,I-PRODUCT
80946,tube,I-PRODUCT
80947,የዳይፐር,O
80948,መቀየሪያ,O
80949,ምቹ,O
80950,ፍራሽ,O
80951,ምቹ,O
80952,የቁም,O
80953,ማጠቢ,O
80954,የፎጣ,O
80955,የልብስ,O
80956,መቀየሪያ,O
80957,ከስር,O
80958,ያለው,O
80959,4800ብር,I-PRICE
80960,Free,O
80961,delivery,O
80962,በባትሪ,B-PRODUCT
80963,የሚሰራ,I-PRODUCT
80964,እየተሽከረከረ,I-PRODUCT
80965,ልጆችን,I-PRODUCT
80966,የሚያጫውት,I-PRODUCT
80967,ሙዚቃ,I-PRODUCT
80968,ያለው,I-PRODUCT
80969,የአልጋ,O
80970,ማጫዎቻ,O
80971,1100ብር,I-PRICE
80972,Free,O
80973,delivery,O
80974,በውስጥ,O
80975,መስመር,O
80976,ለማናገር,O
80977,@sinasinaye,O
80978,ላይ,O
80979,ይፃፉልን,O
80980,0905707448,I-PHONE
80981,0945097042,I-PHONE
80982,Happy,B-PRODUCT
80983,elephant,I-PRODUCT
80984,360,I-PRICE
80985,ዲግሪ,O
80986,እየተሽከረከረች,O
80987,የምትደንስ,O
80988,የራሷ,O
80989,ሙዚቃ,O
80990,ያላት,O
80991,ምርጥ,O
80992,መጫዎቻ,O
80993,የሚያምር,O
80994,ላይት,O
80995,ሲስተም,O
80996,ያለው,O
80997,የልጆች,O
80998,መጫዎቻ,O
80999,700ብር,I-PRICE
81000,0905707448,I-PHONE
81001,0945097042,I-PHONE
81002,Police,B-PRODUCT
81003,balance,I-PRODUCT
81004,car,I-PRODUCT
81005,360,I-PRICE
81006,ዲግሪ,O
81007,እየተሽከረከረ,O
81008,ልጆችን,O
81009,የሚያጫውት,O
81010,ሙዚቃ,O
81011,ያለው,O
81012,በባትሪ,O
81013,የሚሰራ,O
81014,ምርጥ,O
81015,መጫዎቻ,O
81016,የሚያምር,O
81017,ላይት,O
81018,ሲስተም,O
81019,ያለው,O
81020,የልጆች,O
81021,መጫዎ,O
81022,700ብር,I-PRICE
81023,0905707448,I-PHONE
81024,0945097042,I-PHONE
81025,Sold,B-PRODUCT
81026,out,I-PRODUCT
81027,Fashion,B-PRODUCT
81028,princess,I-PRODUCT
81029,360,I-PRICE
81030,ዲግሪ,O
81031,እየተሽከረከረች,O
81032,የምትደንስ,O
81033,የራሷ,O
81034,ሙዚቃ,O
81035,ያላት,O
81036,ምርጥ,O
81037,መጫዎቻ,O
81038,የሚያምር,O
81039,ላይት,O
81040,ሲስተም,O
81041,ያለው,O
81042,የልጆች,O
81043,መጫዎቻ,O
81044,700ብር,I-PRICE
81045,0905707448,I-PHONE
81046,0945097042,I-PHONE
81047,Angel,B-PRODUCT
81048,girl,I-PRODUCT
81049,360,I-PRICE
81050,ዲግሪ,O
81051,እየተሽከረከረች,O
81052,የምትደንስ,O
81053,የራሷ,O
81054,ሙዚቃ,O
81055,ያላት,O
81056,ምርጥ,O
81057,መጫዎቻ,O
81058,የሚያምር,O
81059,ላይት,O
81060,ሲስተም,O
81061,ያለው,O
81062,የልጆች,O
81063,መጫዎቻ,O
81064,ቪዲዮውን,O
81065,ይመልከቱ,O
81066,700ብር,I-PRICE
81067,0905707448,I-PHONE
81068,0945097042,I-PHONE
81069,ልጆቼ,B-PRODUCT
81070,በምን,I-PRODUCT
81071,ይዝናኑ,I-PRODUCT
81072,ብሎ,I-PRODUCT
81073,መጨነቅ,I-PRODUCT
81074,ቀረ,I-PRODUCT
81075,የሕጻናት,O
81076,አጫዋች,O
81077,በቻርጅ,O
81078,የሚሰራ,O
81079,ድምጽ,O
81080,/,O
81081,ሙዚቃ,O
81082,ሲከፈት,O
81083,የሚደንስ,O
81084,የልጆችን,O
81085,ትኩረት,O
81086,የሚስብ,O
81087,ልጆች,O
81088,የሚናገሩትን,O
81089,ደግሞ,O
81090,እያወራ,O
81091,የሚያዝናናቸው,O
81092,ተክል,O
81093,የሚመስል,O
81094,ጌጥ,O
81095,"1,400",O
81096,birr,I-PRICE
81097,Free,O
81098,delivery,O
81099,0905707448,I-PHONE
81100,0945097042,I-PHONE
81101,የልጆችን,B-PRODUCT
81102,ቀልብ,I-PRODUCT
81103,የሚስብ,I-PRODUCT
81104,መጠጫ,I-PRODUCT
81105,300,I-PRICE
81106,ብር,I-PRICE
81107,0905707448,I-PHONE
81108,0945097042,I-PHONE
81109,የልጆችን,B-PRODUCT
81110,ቀልብ,I-PRODUCT
81111,የሚስብ,I-PRODUCT
81112,መጠጫ,I-PRODUCT
81113,250,I-PRICE
81114,ብር,I-PRICE
81115,0905707448,I-PHONE
81116,0945097042,I-PHONE
81117,ለውድ,B-PRODUCT
81118,የሲና,I-PRODUCT
81119,ኪድስ,I-PRODUCT
81120,ደንበኞቻችን,I-PRODUCT
81121,መጪው,I-PRODUCT
81122,አዲስ,I-PRODUCT
81123,ዓመት,I-PRODUCT
81124,2014,I-PRODUCT
81125,ዓ.ም,I-PRODUCT
81126,የሠላም,I-PRODUCT
81127,የአንድነት,I-PRODUCT
81128,እና,I-PRODUCT
81129,የዕድገት,I-PRODUCT
81130,እንዲሆንላችሁ፤,I-PRODUCT
81131,ስንመኝ,I-PRODUCT
